groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
6-1-a,,드디어 종강했다!,,,,,,,6-1-b,
6-1-a,,종강도 했으니 편한 마음으로 집 밖을 나왔다.,,,,,,,,
6-1-b,,,,,FlagFalseAndAffectionGreater,wjDone,정우진,40 ,6-1-1,
6-1-b,,,,,FlagFalseAndAffectionGreater,ihDone,문이현,40 ,6-1-2-a,
6-1-b,,,,,FlagFalseAndAffectionGreater,lkDone,루카,40 ,6-1-3-a,
6-1-b,,,,,FlagFalseAndAffectionGreater,shDone,강세하,40 ,6-1-4,
6-1-b,,,,,FlagFalseAndAffectionGreater,esDone,이은성,40 ,6-1-5-a,
6-1-b,,,,,,,,,6-2-a,
6-1-1,,"오랜만에 아무것도 없는 휴일이라 그런지, 그동안 미뤄왔던 집안일들이 눈에 들어온다.",,,,,,,,CMD:SetFlag:wjDone:true
6-1-1,,일반 쓰레기봉투 다 떨어졌나? 분리수거 하는 김에 사 와야겠다.,,,,,,,,
6-1-1,,"겹겹이 쌓인 배달 용기가 들어 있는 간이 분리수거통을 들고, 현관을 나왔다.",,,,,,,,
6-1-1,,···,,,,,,,,
6-1-1,,90x호 앞에서 문득 며칠 전 일이 떠올랐다.,,,,,,,,
6-1-1,,우진 선배가 나랑 아무 사이로도 생각 안 하는 것 같다.,,,,,,,,
6-1-1,,"그럼, 뭔데?",,,,,,,,
6-1-1,,아 몰라···. 빨리 버리러 가야지. 설마 마주치진 않겠지?,,,,,,,,
6-1-1,,"텅, 텅···",,,,,,,,
6-1-1,,분리수거를 하는 소리가 울린다.,,,,,,,,
6-1-1,정우진,어.,,,,,,,,
6-1-1,,마주쳤다. 옆집의 숙명인가···.,,,,,,,,
6-1-1,정우진,안녕.,,,,,,,,
6-1-1,여주,안녕···.,,,,,,,,
6-1-1,정우진,···,,,,,,,,
6-1-1,여주,···,,,,,,,,
6-1-1,,"텅, 텅···",,,,,,,,
6-1-1,,어색한 분위기 사이로 쓰레기 버리는 소리만 계속해서 울린다.,,,,,,,,
6-1-1,,어색해~~!!! 너무너무 어색하다.,,,,,,,,
6-1-1,정우진,··· 잘 지내? 저번엔 잘 들어갔고?,,,,,,,,
6-1-1,여주,어···.,,,,,,,,
6-1-1,정우진,"저번에는 내가 할 말, 안 할 말을 못 가린 것 같아. 다음부터는 조심할게.",,,,,,,,
6-1-1,,뭔가 처음으로 돌아간 느낌이다. 처음 봤을 때 그 무뚝뚝한 표정으로 나를 쳐다본다.,,,,,,,,
6-1-1,,이젠 저 사람이 좀 짜증 난다.,,,,,,,,
6-1-1,,"숨기고 사는 건지, 자기 감정을 자기가 못 깨닫는 건지. 왜 솔직하게 말을 못 하는 거지?",true,"""떠본다|6-1-1-c1|10|정우진|false|0|6-2-1-o;만다|6-1-1-c2|0|정우진|false|0""",,,,,,
6-1-1,여주,해야 할 말이 맞는 것 같은데.,,,,,,,6-1-b,
6-1-1,정우진,어?,,,,,,,,
6-1-1,여주,"··· 그렇게 티 다 내놓고, 도망가는 게 어디 있어?",,,,,,,,
6-1-1,,선배의 표정이 그날 밤으로 돌아간 것 같았다.,,,,,,,,
6-1-1,정우진,···,,,,,,,,
6-1-1,,여전히 말이 없다.,,,,,,,,
6-1-1,여주,먼저 갈게.,,,,,,,,
6-1-1,,말은 이렇게 했지만 거의 도망치듯 분리수거장을 빠져나왔다.,,,,,,,,
6-1-1,,선배는 그럼 나를 진짜로···,,,,,,,,
6-1-1,,좋···.,,,,,,,,
6-1-1,,좋아하는 건가···.,,,,,,,,
6-1-1-c2,여주,어··· 선배도 많이 힘들어 보이더라.,,,,,,,6-1-b,
6-1-1-c2,,어색하게 웃었다.,,,,,,,,
6-1-1-c2,,그 대화 이후로 둘 다 한마디도 안 하고 분리수거만 했다.,,,,,,,,
6-1-1-c2,정우진,다음에 봐.,,,,,,,,
6-1-1-c2,여주,어.,,,,,,,,
6-1-1-c2,,··· 앞으로도 계속 어색해질 것 같다···.,,,,,,,,
6-1-2-a,,방학이라는 게 이렇게 조용하고 느린 줄은 몰랐다.,,,,,,,,CMD:SetFlag:ihDone:true
6-1-2-a,,집에 있으면 시간만 붕 떠서 괜히 동네 서점을 찾았다.,,,,,,,,
6-1-2-a,,"노트 하나 사고, 책 좀 구경하고.",,,,,,,,
6-1-2-a,,사실은 '나 공부하고 있다!' 같은 기분을 내고 싶었다.,,,,,,,,
6-1-2-a,,···,,,,,,,,
6-1-2-a,,서점은 의외로 사람이 많았다.,,,,,,,,
6-1-2-a,,입구 쪽 베스트셀러 코너부터 천천히 안으로 걸어 들어갔다.,,,,,,,,
6-1-2-a,,"독립 출판 섹션 앞에서 멈췄을 때,",,,,,,,,
6-1-2-a,,왼쪽 어깨 너머로 익숙한 기척이 느껴졌다.,,,,,,,,
6-1-2-a,문이현,··· [여주]?,,,,,,,,
6-1-2-a,여주,선배? 여기서 뭐 하세요?,,,,,,,,
6-1-2-a,문이현,그냥···. 책 좀 보러 왔어.,,,,,,,,
6-1-2-a,여주,"와, 신기하다. 저도요!",,,,,,,,
6-1-2-a,문이현,여기 자주 와?,,,,,,,,
6-1-2-a,여주,가끔요. 그냥 책 구경하는 거 좋아해서.,,,,,,,,
6-1-2-a,여주,선배도 자주 와요?,,,,,,,,
6-1-2-a,문이현,"응. 집 근처고, 조용해서.",,,,,,,,
6-1-2-a,문이현,교재도 여기서 많이 샀었고.,,,,,,,,
6-1-2-a,,선배는 말하면서 손에 들린 책을 뒤적였다.,,,,,,,,
6-1-2-a,,"에세이 한 권, 작고 낡은 표지.",,,,,,,,
6-1-2-a,,뭔가 이현 선배답다는 생각이 들었다.,,,,,,,,
6-1-2-a,,이제 무슨 말을 해야 하지.,true,"""책 읽는 거 좋아하는지 물어본다|6-1-2-c1|3|문이현|false;여기서 만나니까 반갑다고 한다|6-1-2-c2|5|문이현|false|0""",,,,,,
6-1-2-c1,여주,책 읽는 거 좋아하세요?,,,,,,,6-1-2-b,
6-1-2-c1,문이현,"응, 자주 읽어.",,,,,,,,
6-1-2-c1,여주,어떤 책을 주로 읽으세요?,,,,,,,,
6-1-2-c1,문이현,에세이 많이 읽는 것 같아.,,,,,,,,
6-1-2-c1,여주,에세이요? 왜요?,,,,,,,,
6-1-2-c1,문이현,시끄럽지 않아서 좋더라고.,,,,,,,,
6-1-2-c1,문이현,딱히 스토리 따라가야 하는 것도 없고.,,,,,,,,
6-1-2-c1,여주,"아하, 그럴 수 있죠.",,,,,,,,
6-1-2-c1,,선배는 무던한 말투로 말을 이어 나갔다.,,,,,,,,
6-1-2-c1,,책을 고르는 손은 차분하고 고왔다.,,,,,,,,
6-1-2-c1,,이 사람은 늘 조용하게 자기 시간을 살아가는구나.,,,,,,,,
6-1-2-c2,여주,여기서 선배 만나니까 반갑네요.,,,,,,,6-1-2-b,
6-1-2-c2,문이현,나도.,,,,,,,,
6-1-2-c2,문이현,오랜만에 보니 반가워서 말 걸었어.,,,,,,,,
6-1-2-c2,여주,선배가 먼저 말 걸어주실 줄 몰랐어요.,,,,,,,,
6-1-2-c2,문이현,왜···?,,,,,,,,
6-1-2-c2,여주,선배 부끄럼 많이 타시잖아요.,,,,,,,,
6-1-2-c2,문이현,아니야···.,,,,,,,,
6-1-2-c2,,아니라고 하지만 왜인지 선배의 귀가 빨개졌다.,,,,,,,,
6-1-2-c2,,민망한지 들고 있던 책을 손끝으로 만지작댔다.,,,,,,,,
6-1-2-c2,,새삼 손이 예쁘다는 생각이 들었다.,,,,,,,,
6-1-2-b,,이런저런 얘기를 하다 보니 서점 깊숙한 쪽을 함께 걷게 되었다.,,,,,,,,
6-1-2-b,,"말은 많이 없었지만, 가끔 나랑 눈이 마주칠 때마다 선배는 아주 작게 웃었다.",,,,,,,,
6-1-2-b,,"내가 문학 코너 앞에서 멈추자, 선배가 물었다.",,,,,,,,
6-1-2-b,문이현,소설 좋아해?,,,,,,,,
6-1-2-b,여주,네. 소설이면 이것저것 다 보는 것 같아요.,,,,,,,,
6-1-2-b,문이현,그렇구나. 한 권 추천해 줄래?,,,,,,,,
6-1-2-b,여주,··· 네?,,,,,,,,
6-1-2-b,문이현,[여주이] 네가 추천해 주는 책 읽어보고 싶어서.,,,,,,,,
6-1-2-b,문이현,읽는 책을 보면 그 사람을 알 수 있다고 하잖아.,,,,,,,,
6-1-2-b,,선배는 내가 어떤 사람인지 궁금한 건가. 조금 부끄럽기도 한데···. 뭐라고 말하지.,TRUE,"""내가 어떤 사람인지 궁금하냐고 묻는다|6-1-2-c3|5|문이현|false;부끄럽다고 한다|6-1-2-c4|-5|문이현|false|0""",,,,,,
6-1-2-c3,여주,제가 어떤 사람인지 궁금하세요?,,,,,,,6-1-2-c,
6-1-2-c3,,내 말에 선배는 당황한 듯 고개를 돌렸다.,,,,,,,,
6-1-2-c3,,나는 능청스럽게 다시 선배를 쿡쿡 찔렀다.,,,,,,,,
6-1-2-c3,여주,장난이에요. 그런 말 아닌 거 알아요.,,,,,,,,
6-1-2-c3,문이현,···,,,,,,,,
6-1-2-c3,문이현,궁금해.,,,,,,,,
6-1-2-c3,여주,네?,,,,,,,,
6-1-2-c3,,선배는 빨개진 얼굴로 날 쳐다보며 말했다.,,,,,,,,
6-1-2-c3,,내성적인 사람이···.,,,,,,,,
6-1-2-c3,,내 머리도 순간 굳었다.,,,,,,,,
6-1-2-c3,문이현,"그, 책!",,,,,,,,
6-1-2-c3,문이현,네가 무슨 책 좋아하는지 궁금하다고.,,,,,,,,
6-1-2-c3,여주,아···!,,,,,,,,
6-1-2-c3,여주,"책, 그래, 책 추천해 드릴게요!",,,,,,,,
6-1-2-c3,,"우리는 어색하게 고개를 돌리고, 책을 골랐다.",,,,,,,,
6-1-2-c4,여주,"아, 약간 부끄러운데···.",,,,,,,6-1-2-c,
6-1-2-c4,문이현,아···!,,,,,,,,
6-1-2-c4,문이현,불편하면 안 알려줘도 괜찮아.,,,,,,,,
6-1-2-c4,,불편한 건 아니었는데···.,,,,,,,,
6-1-2-c4,,선배는 내 말을 듣고는 다른 책장으로 이동했다.,,,,,,,,
6-1-2-c4,,내가 너무 말을 딱 잘라서 했나?,,,,,,,,
6-1-2-c,,함께 책을 둘러보다 선배가 일정이 있다며 짐을 챙겼다.,,,,,,,6-1-b,
6-1-2-c,,"나도 마땅히 더 볼 게 없었기에, 함께 짐을 챙겨 나왔다.",,,,,,,,
6-1-2-c,,이현 선배와 서점 앞에서 인사를 한 후 헤어졌다.,,,,,,,,
6-1-2-c,,서점 밖에서 구름이 옅은 하늘을 올려다봤다.,,,,,,,,
6-1-2-c,,방학이 꽤 괜찮을지도 모르겠다.,,,,,,,,
6-1-3-a,,영화를 보러 가까운 영화관으로 향했다.,,,,,,,,CMD:SetFlag:lkDone:true
6-1-3-a,,···,,,,,,,,FadeOut
6-1-3-a,,,,,,,,,,FadeIn
6-1-3-a,,영화가 끝나고 나왔다.,,,,,,,,
6-1-3-a,,태양이 작열한다.,,,,,,,,
