groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
1-2-Main,,"""개강.\n본격적인 대학 생활이 시작된 느낌이다.""",FALSE,,None,,,,,
1-2-Main,,"새로운 동기들을 만나고, 수업도 듣다 보니 첫 주가 눈 깜짝할 사이에 흘러가 버렸다.",FALSE,,None,,,,,
1-2-Main,,"""1학년 시간표는 자율성이 거의 없어, 반강제적으로 '우주 공강'이 생기게 되었다.""",FALSE,,None,,,,,
1-2-Main,,게다가 분반 때문에 안면 튼 동기들과도 떨어졌다...,FALSE,,None,,,,,
1-2-Main,,"""남는 시간을 어떻게든 의미 있게 보내고 싶어서, 캠퍼스에서 한 번도 가본 적 없는 곳들을 돌아다녀 보기로 했다.""",FALSE,,None,,,,,
1-2-Main,,"""학교 식당은 몇 번 가봤고,\n뒤쪽 정원도 며칠 전에 이미 들렀었다.""",FALSE,,None,,,,,
1-2-Main,,안 가본 곳이 또 어디에...,FALSE,,None,,,,,
1-2-Main,,"""아, 도서관!""",FALSE,,None,,,,,
1-2-Main,,"""우리 과가 주로 사용하는 건물과는 조금 떨어져 있지만,\n학생들이 조용히 공부하기 좋다고 들었었다.""",FALSE,,None,,,,,
1-2-Main,,"""도서관에서 책도 구경하고, 못 들은 강의도 마저 들으면 딱이겠다!""",FALSE,,None,,,,,
1-2-Main,,,,,,,,,,FadeIn
1-2-Main,,"""도서관은 생각보다 훨씬 크고 깔끔하게 꾸며져 있었다.\n조용한 분위기에 어쩐지 내 기분까지 차분해졌다.""",FALSE,,None,,,,,
1-2-Main,,"""2층으로 올라가 보니, 긴 책상들이 가지런히 놓여 있었다.""",FALSE,,None,,,,,
1-2-Main,,"""날씨도 좋고, 바람도 선선해서 창문 옆으로 자리를 잡았다.""",FALSE,,None,,,,,
1-2-Main,,"""앉아서 주변을 둘러보던 중, 건너편 책상에 앉아 있는 한 남자가 눈에 들어왔다.""",FALSE,,None,,,,,
1-2-Main,,"""피곤한 기색이 역력한 얼굴에, 텅 빈 눈동자로 노트북을 두들기고 있었다.""",FALSE,,None,,,,,
1-2-Main,,"""그나저나 진짜 피곤해 보이네. 대학원생인가\n아니면... 내 미래?""",FALSE,,None,,,,,
1-2-Main,,"""너무 오래 쳐다보는 것도 실례니까 고개를 돌리려 했는데\n하필 그 순간, 눈이 마주쳐버렸다.""",FALSE,,None,,,,,
1-2-Main,,,,,,,,,,FadeIn
1-2-Main,,"""그 남자는 내가 있든 말든 상관없다는 듯, 시선을 조용히 다시 노트북으로 돌렸다.""",FALSE,,None,,,,,
1-2-Main,,뭐야?,FALSE,,None,,,,,
1-2-Main,,나도 그냥 듣던 강의나 마저 들어야겠다...,FALSE,,None,,,,,
1-2-Main,,,,,,,,,,FadeIn
1-2-Main,,"""강의를 듣다 보니, 참고할 책이 필요해졌다.""",FALSE,,None,,,,,
1-2-Main,,"""400번대면 여기쯤인데...\n어, 저거다.""",FALSE,,None,,,,,
1-2-Main,,"""문제는, 필요한 책이 너무 높은 곳에 있었다.""",FALSE,,None,,,,,
1-2-Main,,"""까치발을 들면 닿을 것 같기도 한데, 애매한 높이였다.""",FALSE,,None,,,,,
1-2-Main,,"""팔을 되는대로 쭉 뻗고, 조금만 더...!""",FALSE,,None,,,,,
1-2-Main,,"""그때, 머리 위로 불쑥 팔이 들어왔다.""",FALSE,,None,,,,,
1-2-Main,???,이거 꺼내려고 하신 거죠.,FALSE,,None,,,,,smile
1-2-Main,여주,"""네? 아, 네...""",FALSE,,None,,,,,
1-2-Main,,"""뒤를 돌아보니, 아까 그 피곤해 보이던 남자가 서 있었다.""",FALSE,,None,,,,,
1-2-Main,,"""그는 아무 말 없이 책을 꺼내 건네주고는, 돌아서서 조용히 걸어가 버렸다.""",FALSE,,None,,,,,
1-2-Main,,너무 당황해서 감사 인사도 못했다.,FALSE,,None,,,,,
1-2-Main,,그 사이에 남자는 벌써 건너편 책장까지 가 있었다...,FALSE,,None,,,,,
1-2-Main,,"""무슨 사람이 저렇게 조용히 나타났다가 사라지지?\n발도 엄청 빠르네.""",FALSE,,None,,,,,
1-2-Main,,"""내 자리에 돌아와 책을 펼쳐 들었다.\n이제 강의에 집중하기 시작해야지.""",FALSE,,None,,,,,
1-2-Main,,"""몇 분 뒤, 아까 그 남자가 다시 보였다.\n이번엔 두꺼운 프린트를 한가득 든 채로.""",FALSE,,None,,,,,
1-2-Main,,그 많은 것들을 하나하나 체크하며 문서 정리 같은 걸 하고 있었다.,FALSE,,None,,,,,
1-2-Main,,"""학생... 맞겠지? 근로생일까?\n뭔가 계속 일하는 모습이다.""",FALSE,,None,,,,,
