groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
Ep3-1,,대학의 꽃 바로 엠티…,,,,,,,,
Ep3-1,,엠티까지 왔는데 술을 마셔볼까?,TRUE,"""많이 마신다|LukaSul;적당히 마신다|SehaSul|7|강세하|0|shcon;안 마신다|EunSul;""",,,,,,
LukaSul,,"술을 쉬지 않고 마셔서 취했는지, 옆에 지나가던 루카랑 부딪혀서 술을 쏟았다.",,,,,,,Ep3-1-1,
LukaSul,,루카한테.,,,,,,,,
LukaSul,여주,"""헐, 미안해. 거기 있는지 몰랐어.""",,,,,,,,
LukaSul,루카,괜찮습니다.,,,,,,,,
LukaSul,,루카가 자켓 안주머니에서 손수건을 꺼냈다.,,,,,,,,
LukaSul,,그 모습을 보고 새삼 도련님 같다는 생각이 들었다.,,,,,,,,
LukaSul,,그나저나 분명 웃고 있는데 웃는 게 아닌 느낌…,,,,,,,,
LukaSul,,저번부터 자꾸 뭔가 사과할 일이 생기는 것 같네.,TRUE,"""장난식으로 넘어가려 한다|LS_one|-5|루카;미안한 마음에 다시 한번 사과한다|LS_two;뻔뻔하게 밀고 나간다|LS_three|4|루카;""",,,,,,
LS_one,여주,하하 저번부터 자꾸 미안한 일만 생기네.,,,,,,,,
LS_one,루카,"""네, 누구 덕분에요.""",,,,,,,,
LS_one,,머쓱하다.,,,,,,,,
LS_one,,말을 말자.,,,,,,,,
LS_two,여주,진짜 미안… 많이 젖었어?,,,,,,,,
LS_two,여주,세탁비 줄까? 감기라도 걸리면 어떡해…,,,,,,,,
LS_two,루카,신경 쓰지 않으셔도 돼요. 별로 많이 젖은 것도 아니고.,,,,,,,,
LS_two,여주,저쪽에 불 피워둔 거 아직 있을 텐데 가서 옷이라도 좀 말릴래?,,,,,,,,
LS_two,루카,"""네, 그러죠.""",,,,,,,,
LS_three,여주,원래 물에 젖은 남자가 더 아름다운 거야.,,,,,,,,
LS_three,루카,물인가요. 안 그래 보이는데.,,,,,,,,
LS_three,여주,"""뭐, 그거나 그거나…""",,,,,,,,
LS_three,,황당해하는 얼굴이 보인다.,,,,,,,,
LS_three,여주,일부러 뿌렸다는 건 아니고…,,,,,,,,
LS_three,루카,자주 해보셨나 봐요. 변명이 익숙해 보이시는데.,,,,,,,,
LS_three,여주,그럴 리가 없잖아!?!,,,,,,,,
LS_three,루카,,,,,,,,,laugh
LS_three,,루카가 소리 내 웃었다.,,,,,,,,
LS_three,,이렇게 웃는 건 처음 보는 듯한 느낌…,,,,,,,,
LS_three,,새삼스럽지만 정말 잘 생겼네…,,,FlagTrue,OT_Luka,,,,
LS_three,여주,물 후광효과 진짜 있나?,,,FlagTrue,OT_Luka,,,,
LS_three,루카,많이 취하셨나 봐요.,,,FlagTrue,OT_Luka,,,,
LS_three,여주,"""아니야, 그렇게 많이 안 마셨어. \n그나저나 진짜 잘생겼다, 너.""",,,FlagTrue,OT_Luka,,,,
LS_three,루카,"""네, 감사해요. \n처음 만났을 때도 말하셨어요, 그거.""",,,FlagTrue,OT_Luka,,,,
LS_three,여주,그랬나? 그랬네.,,,FlagTrue,OT_Luka,,,,
LS_three,루카,물이라도 가져다 드릴까요?,TRUE,"""만난 김에 같이 산책하자고 말해본다|LST_one|5|루카;물을 가져다 달라고 한다|LST_two|3|루카;""",FlagTrue,OT_Luka,,,,
LST_one,여주,괜찮아. 바람만 조금 쐬면 돼.,,,,,,,,
LST_one,여주,너도 같이 산책할래?,,,,,,,,
LST_one,,뭔가 귀찮아보이는 얼굴이다.,,,,,,,,
LST_one,루카,그러죠. 옷도 말려야 하고.,,,,,,,,tiresome
LST_one,여주,미안…,,,,,,,,
LST_one,루카,이런 일도 있는 거죠. 마침 좋은 날씨네요.,,,,,,,,
LST_one,,이 날씨를 좋다고 할 수가 있나…?,,,,,,,,
LST_one,,그래도 엄청 기분 나빠 보이지는 않아서 다행이다.,,,,,,,,
LST_two,여주,그럼 고맙지…,,,,,,,,
LST_two,루카,앉아서 기다리세요. 금방 올 테니까.,,,,,,,,
LST_two,여주,응.,,,,,,,,
LST_two,,말대로 루카가 물병을 들고 돌아오더니 병을 따서 나에게 건네주었다.,,,,,,,,
LST_two,여주,"""고마워. 미안, 물까지 뿌려놓고 너무 부려 먹나.""",,,,,,,,
LST_two,루카,알고 계신다면 다행이네요.,,,,,,,,
LST_two,여주,응…,,,,,,,,
SehaSul,,"다들 술이 어느 정도 오른 상태라 소리도 점점 커지고, 테이블도 정신 없어졌다.",,,,,,,Ep3-1-1,
SehaSul,,"""누군가는 노래를 부르고, 누군가는 병째로 소주를 돌리며 게임 중이다.""",,,,,,,,
SehaSul,,분명 아까까지만 해도 세하 오빠는 내 옆자리에 앉아 있었는데…,,,,,,,,
SehaSul,,…언제 나갔지?,,,,,,,,
SehaSul,,주위를 둘러봐도 붉은 머리가 보이지 않았다.,,,,,,,,
SehaSul,,"""화장실인가 했지만, 이상하게 오래 돌아오지 않았다.""",,,,,,,,
SehaSul,,아까 받은 연락처로 전화를 해볼까?,,,FlagFalse,Seha_Contact,,,,SaveContact_Seha
SehaSul,,"슬슬 어지러워서 바람도 쐴 겸, 세하 오빠를 찾으러 조용히 자리에서 빠져나왔다.",,,,,,,,
SehaSul,,"""펜션 바깥으로 이어지는 작은 마당, 그 옆엔 벤치 몇 개가 놓여있었다.""",,,,,,,,
SehaSul,,그중 하나에 앉아 있는 사람.,,,,,,,,
SehaSul,,"""달빛에 비치는 실루엣, 익숙한 붉은 색.""",,,,,,,,
SehaSul,여주,여기 있었네. 언제 나갔어?,,,,,,,,
SehaSul,강세하,…얼마 안 됐어. 안에 너무 시끄러워서.,,,,,,,,
SehaSul,,그는 느릿하게 고개를 돌리며 웃었다.,,,,,,,,
SehaSul,여주,근데 술 별로 안 마신 것 같던데.,,,,,,,,
SehaSul,강세하,원래 잘 못 마셔. 알쓰야.,,,,,,,,
SehaSul,여주,그래도 마시긴 하네. 그냥 안 마셔도 되는 거 아니야?,,,,,,,,
SehaSul,강세하,그렇긴 한데… 그 분위기라는 게 있잖아.,,,,,,,,
SehaSul,여주,하긴. 약간 눈치 보이긴 하지.,,,,,,,,
SehaSul,강세하,응…,,,,,,,,
SehaSul,,바람이 불었다.,,,,,,,,
SehaSul,,그는 눈을 감았다가 살짝 떴다.,,,,,,,,
SehaSul,강세하,"""…아, 살짝 어지럽다.""",,,,,,,,
SehaSul,,"""그리고는 갑자기, 말없이 내 어깨에 고개를 기댔다.""",,,,,,,,
SehaSul,,"""한순간, 심장이 내려앉았다.""",,,,,,,,
SehaSul,,잠든 건 아니다. 숨소리가 또렷하니까.,,,,,,,,
SehaSul,,살짝 귓가에 닿는 체온이 느껴졌다.,,,,,,,,
SehaSul,,…가까이서 보니까 더 잘생겼네.,,,,,,,,
SehaSul,,"""살짝 젖은 속눈썹, 하얀 피부에 어울리지 않는 붉은 머리.""",,,,,,,,
SehaSul,,"""어울릴 것 같지 않은 조합인데도, 너무 자연스럽다.""",,,,,,,,
SehaSul,,그는 말없이 그대로 있었다.,,,,,,,,
SehaSul,,시간이 잠깐 멈춘 듯이.,,,,,,,,
SehaSul,,펜션 안의 소음이 멀어지는 것 같았다.,,,,,,,,
SehaSul,,"""달빛 아래 붉은 머리가 흔들리고,\n내 어깨에 기댄 온기가 조용히 전해져왔다.""",,,,,,,,
EunSul,,안에 있으니 자꾸 술을 먹이려고 해서 밖으로 나와 벤치에 앉았다.,,,,,,,Ep3-1-1,
EunSul,,하필 이런 날 속이 별로 안 좋네. 술도 안 들어가고.,,,,,,,,
EunSul,,몇 분이 지났을까…,,,,,,,,
EunSul,,"""슬슬 동기들이 뭐 하나 싶어 돌아갈까 싶을 때,\n은성이가 밖으로 나와 앉아 있던 나랑 눈이 마주친다.""",,,,,,,,
EunSul,이은성,여기서 뭐 해?,,,,,,,,
EunSul,여주,"""그냥, 잠깐 바람 쐬고 있었어.""",,,,,,,,
EunSul,이은성,그래? 안이 좀 소란스럽긴 하지.,,,,,,,,
EunSul,여주,너는 왜 나왔어?,,,,,,,,
EunSul,이은성,나도 잠깐 바람이나 쐴까 해서.,,,,,,,,
EunSul,여주,너는 술 안 마셨어?,,,FlagFalse,gc_Eunsung,,,,
EunSul,이은성,"""응, 학생회라.\n개총 때 막 마셨더니 민폐를 많이 끼쳤거든. 그래서…""",,,FlagFalse,gc_Eunsung,,,,
EunSul,여주,너도 개총 갔었구나.,,,FlagFalse,gc_Eunsung,,,,
EunSul,여주,나 너 못 봤던 것 같은데.,,,FlagFalse,gc_Eunsung,,,,
EunSul,이은성,못 보는 게 나았을 수도 있어.,,,FlagFalse,gc_Eunsung,,,,
EunSul,여주,얼마나 마셨던 거야.,,,FlagFalse,gc_Eunsung,,,,
EunSul,여주,오늘은 술 안 마셨나 봐?,,,FlagTrue,gc_Eunsung,,,,
EunSul,,은성이의 얼굴이 빨개진다.,,,FlagTrue,gc_Eunsung,,,,
EunSul,이은성,그날은… 진짜 미안.,,,FlagTrue,gc_Eunsung,,,,shy
EunSul,이은성,그래서 오늘은 안 마셨어. 학생회기도 하고…,,,FlagTrue,gc_Eunsung,,,,
EunSul,,왠지 놀리고 싶다.,,,FlagTrue,gc_Eunsung,,,,
EunSul,이은성,재밌어?,,,FlagTrue,gc_Eunsung,,,,shy
EunSul,,은성이는 부끄러워하면서도 미소를 지었다.,,,FlagTrue,gc_Eunsung,,,,
EunSul,,은성이는 내 얼굴을 가만히 보더니 고개를 기울인다.,,,,,,,,
EunSul,이은성,그러고 보니 너도 안 마신 것 같네.,,,,,,,,
EunSul,여주,어?,,,,,,,,
EunSul,여주,"""아, 나 오늘 속이 좀 안 좋아서.""",,,,,,,,
EunSul,이은성,그래? 많이 안 좋아?,,,,,,,,
EunSul,이은성,약 안 먹어도 되겠어?,,,,,,,,
EunSul,여주,그 정도는 아니야.,,,,,,,,
EunSul,여주,그냥 조금 불편한 정도?,,,,,,,,
EunSul,이은성,그럼 다행이네.,,,,,,,,
EunSul,이은성,"""그래도 약 있으니까, 많이 안 좋으면 말해! 언제든 줄게.""",,,,,,,,
EunSul,여주,고마워.,,,,,,,,
EunSul,,뭔가 믿음직스러우면서도 바보 같아서 웃음이 터져 나온다.,,,,,,,,
EunSul,,"은성이는 내가 뜬금없이 웃으니, 고개를 기울인다.",,,,,,,,
EunSul,이은성,그러고 보니 너랑 대화하는 거 오랜만인 것 같네.,,,,,,,,
EunSul,여주,그런가?,,,,,,,,
EunSul,이은성,응. 우리 교양만 같이 듣고 그 뒤로는 마주쳤을 때 인사만 했잖아.,,,,,,,,
EunSul,이은성,마주치는 일도 별로 없었고.,,,,,,,,
EunSul,여주,생각해 보니 그렇네.,,,,,,,,
EunSul,여주,너도 교양 끝나면 바로 다음 강의 들으러 가니까.,,,,,,,,
EunSul,이은성,가끔…,,,,,,,,
EunSul,이은성,너한테 연락해도 돼?,,,,,,,,
EunSul,이은성,불편할까 봐.,,,,,,,,
EunSul,여주,연락?,TRUE,"""해도 된다|ES_one|5|이은성;아직은 좀 그렇다|ES_two;""",,,,,,
ES_one,여주,당연하지!,,,,,,,EunSulo,
ES_one,여주,근데 나 연락 잘 안 보는데 괜찮아?,,,,,,,,
ES_one,이은성,조금만 할게.,,,,,,,,
ES_one,이은성,아주 가끔.,,,,,,,,
ES_two,여주,음…,,,,,,,EunSulo,
ES_two,여주,"""나 연락 잘 안 보기도 하고, 그래서…""",,,,,,,,
ES_two,이은성,아! 불편하면 안 할게.,,,,,,,,
ES_two,여주,미안.,,,,,,,,
ES_two,이은성,괜찮아.,,,,,,,,
ES_two,이은성,"""아니, 네가 미안해할 것도 아니니까.""",,,,,,,,
EunSulo,여주,근데 연락은 왜?,,,,,,,,
EunSulo,이은성,너랑 친해지고 싶으니까.,,,,,,,,
EunSulo,,문득 질문 하나가 떠올랐다.,,,,,,,,
EunSulo,,왜 나랑 친해지고 싶어 하는 거지…?,,,,,,,,
EunSulo,,나 아무것도 안 하지 않았나?,,,,,,,,
EunSulo,,이 타이밍에 물어볼까?,TRUE,"""물어본다|ES_three|3|이은성;묻지 않는다|ES_four;""",,,,,,
ES_three,여주,나 뭐 하나만 물어봐도 돼?,,,,,,,EunSuloo,
ES_three,이은성,응? 뭔데?,,,,,,,,
ES_three,여주,왜 나랑 친해지고 싶어 하는 거야?,,,,,,,,
ES_three,이은성,음…,,,,,,,,
ES_three,이은성,사실 내 친구들은 다 내가 먼저 말 건 거였거든.,,,,,,,,
ES_three,이은성,근데 네가 먼저 다가왔잖아.,,,,,,,,
ES_three,이은성,난 그래서 너랑 친해지고 싶었던 거야.,,,,,,,,
ES_three,이은성,"""[여주야], 너는 어때?""",,,,,,,,
ES_three,이은성,나랑 별로 안 친해지고 싶어?,,,,,,,,
ES_four,,그래도 좀 이른가?,,,,,,,EunSuloo,
ES_four,,나중에 더 친해지고 물어봐도 되겠지.,,,,,,,,
EunSuloo,여주,나도 너랑 친해지고 싶어.,,,,,,,,
