groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
2-4-Main,,,,,,,,,,Start2-4
2-4-Main,,수업이 끝나고 강의실 밖으로 나왔다.,FALSE,,None,,,,,
2-4-Main,여주,이 과목 교수님 진짜 별로야... 조교님은 잘생기셨는데 교수한테 맨날 갈굼 당하나봐.,FALSE,,None,,,,,
2-4-Main,강주은,하긴. 다크서클 엄청나시더라.,FALSE,,None,,,,,smile
2-4-Main,여주,난 절대 조교같은건 하지 말아야지.,FALSE,,None,,,,,
2-4-Main,,"""다른 강의가 있는 주은이와 헤어지고, 집에 가기 위해 건물 밖으로 나섰다.""",FALSE,,None,,,,,
2-4-Main,,"""학교 뒤편을 걸어가던 중, 벽에 기댄 채 통화하고 있는 루카가 보였다.""",FALSE,,None,,,,,
2-4-Main,,"""엿듣는 것 같아 보이기 싫어서 조용히 지나치려 했는데, 뭔가 분위기가 어두워 보여서 망설여졌다.""",FALSE,,None,,,,,
2-4-Main,,"""항상 미소 짓고 있는 얼굴만 본 것 같은데, 드물게 굳은 표정이었다. 말투도 딱딱하고.""",FALSE,,None,,,,,
2-4-Main,,"""부모님과의 통화하는 것 같은데...\n지나갈 타이밍을 놓쳐서 구석에 서있기로 했다.""",FALSE,,None,,,,,
2-4-Main,,여기에 있으면 안 보이겠지..?,FALSE,,None,,,,,
2-4-Main,,루카의 목소리가 희미하게 들려온다.,FALSE,,None,,,,,
2-4-Main,루카,"""네. ...네, 제가... 네. 그건 누님께, 아니요. 저는... 아버지. 저는 경영 같은건 관심 없습니다.""",FALSE,,None,,,,,smile
2-4-Main,,"""곧, 통화를 끝낸 루카가 이쪽을 향해 걸어오기 시작했다.""",FALSE,,None,,,,,
2-4-Main,,"""분명 웃고 있는데,\n웃는 게 아닌 것 같다...""",FALSE,,None,,,,,
