groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
6-2-a,,방학이니 돈을 벌어보고자 카페 알바를 시작했다.,,,,,,,,AffectionHighest
6-2-1-a,,"알바를 시작한 지 3일째, 아직은 일이 어렵다.",,,FlagTrue,6-2-1-o,,,,
6-2-1-a,,카페 문이 열리자 청량한 종소리가 울린다.,,,,,,,,
6-2-1-a,여주,어서 오세요~,,,,,,,,
6-2-1-a,,어?,,,,,,,,
6-2-1-a,,우진 선배다···.,,,,,,,,
6-2-1-a,,"분명 눈이 마주친 것 같은데, 못 본 척하는 건가?",,,,,,,,
6-2-1-a,,아···. 가장 만나기 싫은 사람인데.,,,,,,,,
6-2-1-a,,키오스크가 있어서 그나마 다행이네···.,,,,,,,,
6-2-1-a,,키오스크 350번 고객님~,,,,,,,,
6-2-1-a,,키오스크 380번 고객님~,,,,,,,,
6-2-1-a,,블루베리 요거트 스무디 드릴게요~,,,,,,,,
6-2-1-a,,···,,,,,,,,
6-2-1-a,,5시간쯤 지났을까? 이제 마감 시간이다.,,,,,,,,
6-2-1-a,,"그동안 계속 주문해서, 우진 선배의 자리에 빈 잔이 세 개다.",,,,,,,,
6-2-1-a,점장,여주야. 가서 마감 시간이라고 말씀드리고 와.,,,,,,,,
6-2-1-a,여주,네···.,,,,,,,,
6-2-1-a,,왜 내가 일하는 카페에 온 건지.,,,,,,,,
6-2-1-a,,바쁘게 노트북을 두드리는 우진 선배에게 갔다.,,,,,,,,
6-2-1-a,여주,"저, 죄송한데··· 저희 마감 시간이라서요.",,,,,,,,
6-2-1-a,정우진,"아, 네.",,,,,,,,
6-2-1-a,,선배가 짐을 주섬주섬 챙겨서 나갔다.,,,,,,,,
6-2-1-a,,저번에 내가 화내서 좀 껄끄러워졌다.,,,,,,,,
6-2-1-a,,오히려 분리수거를 하며 만났을 때가 더 괜찮았을 정도다.,,,,,,,,
6-2-1-a,,청소나 해야지···.,,,,,,,,
6-2-1-a,,···,,,,,,,,
6-2-1-a,여주,수고하셨습니다~,,,,,,,,
6-2-1-a,,드디어 퇴근이다. 오늘 사람도 많았는데···.,,,,,,,,
6-2-1-a,,우···진 선배까지 있어서 더 힘들었다.,,,,,,,,
6-2-1-a,,빨리 집 가서 씻고 자야···.,,,,,,,,
6-2-1-a,정우진,여주야.,,,,,,,,
6-2-1-a,여주,깜짝이야! 선배?,,,,,,,,
6-2-1-a,,선배가 서 있었다.,,,,,,,,
6-2-1-a,정우진,"아, 미안해.",,,,,,,,
6-2-1-a,,뭐가 미안하다는 거지? 너무 뜬금없어서 순간 속마음을 입 밖으로 뱉을뻔했다.,,,,,,,,
6-2-1-a,여주,뭐해···?,,,,,,,,
6-2-1-a,정우진,너 기다렸는데···.,,,,,,,,
6-2-1-a,,나를? 왜?,,,,,,,,
6-2-1-a,정우진,사과하고 싶어서.,,,,,,,,
6-2-1-a,여주,예?,,,,,,,,
6-2-1-a,정우진,"생각해 봤는데, 네 말이 맞는 것 같아서.",,,,,,,,
6-2-1-a,정우진,그리고 그때 도망가서 미안해.,,,,,,,,
6-2-1-a,,··· 내가 사람을 잘못 알았던가? 이렇게 솔직해질 수 있는 사람이라니.,,,,,,,,
6-2-1-a,,어떤 반응을 해야 하지.,true,"""놀린다|6-2-1-c1|5|정우진|false;내 말이 맞았다고 한다|6-2-1-c2|2|정우진|false|0""",,,,,,
6-2-1-c1,여주,도망간 거 알고 있네?,,,,,,,6-2-1-b,
6-2-1-c1,여주,난 그것도 모를 줄 알았어.,,,,,,,,
6-2-1-c1,정우진,"아, 진짜 미안해···.",,,,,,,,
6-2-1-c2,여주,거 봐. 선배도 인정한 거다? 내 말이 맞지?,,,,,,,6-2-1-b,
6-2-1-c2,정우진,그래···.,,,,,,,,
6-2-1-b,,선배 얼굴에서 이렇게 당황한 게 보이다니···. 신기하다.,,,,,,,7,
6-2-1-b,정우진,우리 어색해지진 말자. 나도 친구 둘은 있어야지.,,,,,,,,
6-2-1-b,,"얼굴 빨개진 채로 도망갔으면서, 아직도 친구라는 말이 나오는구나.",,,,,,,,
6-2-1-b,여주,친구~?,,,,,,,,
6-2-1-b,정우진,"어, 친구.",,,,,,,,
6-2-1-b,,선배 표정이 미묘하다.,,,,,,,,
6-2-1-b,,이렇게 솔직하게 나올 줄은 몰랐다. 안 본 사이에 마음 정리라도 하고 온 건가?,,,,,,,,
6-2-1-b,,안 되겠다···. 좀 골려줘야지.,,,,,,,,
6-2-1-b,,앞으로의 사이가 기대되기 시작했다.,,,,,,,,
6-2-2,,오후 두 시 반.,,,,,,,,
6-2-2,,카페엔 느슨한 음악과 커피 향기만 흐르고 있다.,,,,,,,,
6-2-2,,알바를 시작한 지 아직 3일째.,,,,,,,,
6-2-2,,"덜컥 시작해 놓고 괜찮을까 걱정했지만,",,,,,,,,
6-2-2,,하루하루 배우는 재미가 있었다.,,,,,,,,
