groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
7,,,,,FlagFalseAndAffectionGreater,wj7Done,정우진,60,7-1-a,
7,,,,,FlagFalseAndAffectionGreater,ih7Done,문이현,60,7-2-a,
7,,,,,FlagFalseAndAffectionGreater,lk7Done,루카,60,7-3-a,
7,,,,,FlagFalseAndAffectionGreater,sh7Done,강세하,60,7-4-a,
7,,,,,FlagFalseAndAffectionGreater,es7Done,이은성,60,7-5-a,
7,,,,,,,,,start8,
7-1-a,,평화롭던 어느 날···,,,,,,,,CMD:SetFlag:wj7Done:true
7-1-a,,우진 선배에게서 전화가 왔다.,,,,,,,,
7-1-a,정우진,오늘 저녁에 시간 있어?,,,,,,,,
7-1-a,여주,왜?,,,,,,,,
7-1-a,정우진,김xx 교수님 알지?,,,,,,,,
7-1-a,정우진,"교수님이 식당 예약하신 거 깜빡했다고, 나한테 자리 주셔서.",,,,,,,,
7-1-a,정우진,같이 갈래?,,,,,,,,
7-1-a,여주,둘이?,,,,,,,,
7-1-a,정우진,"그럼, 둘이 가지.",,,,,,,,
7-1-a,,헐··· 이거 설마 데이트?,,,,,,,,
7-1-a,,우진 선배한테 연락이 올 줄은 몰랐는데.,,,,,,,,
7-1-a,,게다가 단둘이 식당이라니.,,,,,,,,
7-1-a,여주,알았어. 그럼 이따가 보자. 지하철 타고 가?,,,,,,,,
7-1-a,정우진,내 차 타고 가지 뭐.,,,,,,,,
7-1-a,여주,선배 운전도 해?,,,,,,,,
7-1-a,정우진,나쁘진 않아.,,,,,,,,
7-1-a,여주,알았어. 이따 봐.,,,,,,,,
7-1-a,,흠··· 남자랑 둘이 밥 먹는 거 오랜만인데. 뭘 입고 가야 하지?,TRUE,"""평소와 다른 옷을 입는다|7-1-c1|1|정우진|false;평소처럼 입는다|7-1-c2|5|정우진|false""",,,,,,
7-1-c1,,그래도 처음으로 둘이 만나는 건데···. 좀 꾸며야겠지?,,,,,,,7-1-b,
7-1-c1,,오랜만에 안 입던 원피스를 꺼냈다.,,,,,,,,
7-1-c1,,옷을 입으니까 뭔가 헤어스타일이 부족한 것 같았다.,,,,,,,,
7-1-c1,,고데기라도 좀 해야겠는데?,,,,,,,,
7-1-c1,,머리까지 다 하니까 화장이 좀 안 어울려 보였다.,,,,,,,,
7-1-c1,,"아, 그럼 마스카라만 하자.",,,,,,,,
7-1-c1,,···,,,,,,,,
7-1-c1,,너무 꾸민 상태가 됐다. 이럴 계획은 아니었는데.,,,,,,,,
7-1-c1,,오피스텔 복도에서 우진 선배를 만났다.,,,,,,,,
7-1-c1,,이러고 만나는 건 처음이라 조금 뻘쭘하네···.,,,,,,,,
7-1-c1,정우진,오늘 좀 다른데?,,,,,,,,
7-1-c1,여주,반응이 그게 끝이야?,,,,,,,,
7-1-c1,정우진,··· 솔직히 너 평소에 뭐 입고 다니는지 기억 잘 안 나.,,,,,,,,
7-1-c1,여주,"아니, 기억력이 좋은 거야 안 좋은 거야?",,,,,,,,
7-1-c1,정우진,출발하자.,,,,,,,,
7-1-c1,,··· 얼버무리지 마!!,,,,,,,,
7-1-c2,,"그래, 뭐 남자 친구 보러 가는 것도 아니고!",,,,,,,7-1-b,
7-1-c2,,대충 평소대로 입고 선배 집 문을 두드렸다.,,,,,,,,
7-1-c2,,얼마 안 있어 우진 선배가 나왔다.,,,,,,,,
7-1-c2,,선배도 늘 입던 스타일대로 입고 나왔다. 무채색에 적당히 깔끔한 핏.,,,,,,,,
7-1-c2,여주,"뭐라 하는 건 아닌데, 선배는 왜 항상 비슷한 것만 입어?",,,,,,,,
7-1-c2,정우진,··· 나한테 뭘 기대하는 거야?,,,,,,,,
7-1-c2,여주,농담인 거 알지?,,,,,,,,
7-1-c2,정우진,나는 이런 게 더 잘 어울려.,,,,,,,,
7-1-c2,여주,나는?,,,,,,,,
7-1-c2,정우진,너도 이런 게 더 ···.,,,,,,,,
7-1-c2,여주,더?,,,,,,,,
7-1-c2,정우진,더 괜찮지.,,,,,,,,
7-1-c2,,뭔가 간지러워···,,,,,,,,
7-1-c2,,선배가 헛기침한다.,,,,,,,,
7-1-c2,정우진,갈까?,,,,,,,,
7-1-c2,여주,갑시다~,,,,,,,,
7-1-b,,도착한 곳은 고급 호텔 레스토랑이었다.,,,,,,,,
7-1-b,,딱 봐도 대학생들한테는 엄청난 사치일 게 뻔한 그런 곳.,,,,,,,,
7-1-b,,교수님 감사합니다.,,,,,,,,
7-1-b,,엘리베이터로 올라가 프런트에서 예약자 성함을 댔더니 창가 쪽 자리로 안내받았다.,,,,,,,,
7-1-b,여주,자리 너무 좋다.,,,,,,,,
7-1-b,정우진,"그러게, 이런 일도 생기네.",,,,,,,,
7-1-b,,"얼마 안 가 애피타이저가 나오고, 차례대로 음식이 나오기 시작했다.",,,,,,,,
7-1-b,,"··· 솔직히 맛있긴 한데, 그렇게 감탄이 나올 만한 맛은 아니다.",,,,,,,,
7-1-b,,···,,,,,,,,
7-1-b,,이런저런 공부 이야기를 하다 보니 시간이 빨리 갔다.,,,,,,,,
7-1-b,,마지막 디저트로 케이크가 나왔다.,,,,,,,,
7-1-b,여주,"선배, 단 거 좋아해?",,,,,,,,
7-1-b,정우진,그냥 뭐···. 있으면 먹지.,,,,,,,,
7-1-b,여주,저번에 나한테 간식 챙겨줬잖아. 좋아하는 거 아니야?,,,,,,,,
7-1-b,정우진,머리 돌아가려면 당 챙겨야 해.,,,,,,,,
7-1-b,여주,"와, 인공지능이네!",,,,,,,,
7-1-b,정우진,또 그런다.,,,,,,,,
7-1-b,,"선배 케이크는 내 거랑 다른가? 내 거 줄까, 아니면 선배 거 한 입 먹어볼까?",TRUE,"""내 케이크를 준다|7-1-c3|3|정우진|false;선배 케이크를 먹는다|7-1-c4|1|정우진|false""",,,,,,
7-1-c3,여주,"연료 줄게, 아~",,,,,,,7-1-c,
7-1-c3,,포크로 케이크를 조금 떠 어린아이 밥 주는 비행기처럼 선배 앞으로 가져갔다.,,,,,,,,
7-1-c3,정우진,··· 나 먹으라고?,,,,,,,,
7-1-c3,여주,응.,,,,,,,,
7-1-c3,정우진,그래.,,,,,,,,
7-1-c3,,선배가 얌전히 케이크를 받아먹는다.,,,,,,,,
7-1-c4,여주,두 개가 다른 맛인가? 나 먹어봐도 돼?,,,,,,,7-1-c,
7-1-c4,정우진,다 먹어도 돼.,,,,,,,,
7-1-c4,여주,안 돼. 그럼 기계 멈추니까. 한 입만 할게.,,,,,,,,
7-1-c4,정우진,너는 나를 대체 어떻게 생각하는 거야.,,,,,,,,
7-1-c,,···,,,,,,,7,
7-1-c,,식사를 마치고도 이 분위기 그대로 차에 탔다.,,,,,,,,
7-1-c,,최근에 종종 타는 우진 선배의 차는 ···,,,,,,,,
7-1-c,,정말 깔끔하고 적당한 사용감만 느껴졌다.,,,,,,,,
7-1-c,정우진,잘 들어가.,,,,,,,,
7-1-c,여주,선배도.,,,,,,,,
7-1-c,,9층 복도에서 작별 인사를 했다. 달콤한 저녁 시간이었다···.,,,,,,,,
