groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
7-3-a,,전의 보답도 할 겸 밥 먹자고 루카에게 연락했다.,,,FlagTrue,printLK,,,,CMD:SetFlag:lk7Done:true
7-3-a,,맛집으로 데려가야지.,,,FlagTrue,printLK,,,,
7-3-a,,"뭔가 심심하기도 하고, 같이 밥 먹을 사람이 필요한데···",,,FlagFalse,printLK,,,,
7-3-a,,루카한테 연락해 봐야지.,,,FlagFalse,printLK,,,,
7-3-a,,"답장이 오기까지 한참 걸리긴 했지만,",,,,,,,,
7-3-a,,의외로 거절하지 않았다.,,,,,,,,
7-3-a,,···,,,,,,,,
7-3-a,,약속 당일!,,,,,,,,
7-3-a,,식당 근처에서 만나기로 했다.,,,,,,,,
7-3-a,,"루카가 데리러 오겠다고 했지만, 솔직히 좀 미안해서.",,,,,,,,
7-3-a,,지금쯤 집에서 출발하면 적당하겠지?,,,,,,,,
7-3-a,,···,,,,,,,,
7-3-a,,약속한 시각에서 5분 정도 남기고 도착했다.,,,,,,,,
7-3-a,,여유롭네···,,,,,,,,
7-3-a,,"라고 생각하려 했지만, 기다리고 있던 루카를 발견했다.",,,,,,,,
7-3-a,여주,일찍 왔네? 오래 기다렸어?,,,,,,,,
7-3-a,루카,아니에요. 집에서 가까워서.,,,,,,,,
7-3-a,여주,가까워? 다행이다. 오는 길은 편했겠네.,,,,,,,,
7-3-a,,우리는 미리 알아봐 둔 식당으로 향했다.,,,,,,,,
7-3-a,여주,"집에서 가까우면, 여기 와 봤으려나?",,,,,,,,
7-3-a,루카,"아뇨, 처음이에요.",,,,,,,,
7-3-a,여주,"다행이다! 헐, 설마···",,,,,,,,
7-3-a,,루카가 한숨을 쉬었다.,,,,,,,,
7-3-a,루카,쓸데없는 소리 하지 마세요.,,,,,,,,
7-3-a,,"고급 식당만 다니냐고 물어보려고 했는데, 뭔가 머쓱하네.",,,,,,,,
7-3-a,,주문을 하고 가벼운 잡담을 하다 보니 음식이 나왔다.,,,,,,,,
7-3-a,여주,맛있지?,,,,,,,,
7-3-a,루카,맛있네요.,,,,,,,,
7-3-a,,기분 좋아 보이네.,,,,,,,,
7-3-a,,열심히 검색해 본 보람이 있다.,,,,,,,,
7-3-a,,···,,,,,,,,
7-3-a,,"식사를 마치고 계산하려는데, 루카가 자연스럽게 카드를 꺼내는 게 보였다.",,,,,,,,
7-3-a,,안 돼!!,,,,,,,,
7-3-a,,다급하게 내 카드를 직원분께 내밀었다.,,,,,,,,
7-3-a,여주,이걸로 계산해 주세요!,,,,,,,,
7-3-a,,무사히 내 카드로 계산을 마쳤다.,,,,,,,,
7-3-a,루카,저 돈 많아요.,,,,,,,,
7-3-a,여주,알아.,,,,,,,,
7-3-a,루카,"그럼 굳이,",,,,,,,,
7-3-a,여주,내가 밥 사주겠다고 했잖아.,,,,,,,,
7-3-a,루카,"그러니까 굳이,",,,,,,,,
7-3-a,여주,그냥 감사합니다~ 한마디만 하면 돼.,,,,,,,,
7-3-a,루카,···,,,,,,,,
7-3-a,여주,"그래서, 할 말은?",,,,,,,,
7-3-a,루카,감사합니다···,,,,,,,,
7-3-a,,뭔가 뿌듯하네.,,,,,,,,
7-3-a,,그런데 하늘이 점점 어두워지더니···,,,,,,,,
7-3-a,여주,비 와?,,,,,,,,
7-3-a,루카,··· 그래 보이네요.,,,,,,,,
7-3-a,여주,일기 예보 맑음이었는데.,,,,,,,,
7-3-a,루카,소나기인가 보죠.,,,,,,,,
7-3-a,여주,"음··· 그럼 잠시,",,,,,,,,
7-3-a,루카,집에 들렀다가 가실래요?,,,,,,,,
7-3-a,여주,집? 너네 집?,,,,,,,,
